Order ID,Order Date,Customer ID,Customer Name,City,State,Country,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Order Priority
IN-2014-55912,8/9/2014,RR-19315,Ralph Ritter,Raipur,Chhattisgarh,India,TEC-PH-10004959,Technology,Phones,"Motorola Audio Dock, with Caller ID",? 520.11,3,? 244.44,Medium
IN-2014-19967,8/12/2014,CC-12685,Craig Carroll,Visakhapatnam,Andhra Pradesh,India,TEC-CO-10000565,Technology,Copiers,"Canon Fax and Copier, Color",? 578.34,3,? 277.56,Medium
IN-2014-65194,3/27/2014,AF-10870,Art Ferguson,Aurangabad,Bihar,India,TEC-AC-10003640,Technology,Accessories,"SanDisk Mouse, Programmable",? 318.48,8,? 6.24,Medium
IN-2011-48009,12/17/2011,BD-11635,Brian Derr,Jaipur,Rajasthan,India,TEC-MA-10001627,Technology,Machines,"Konica Printer, White",? 532.50,2,? 207.66,Medium
IN-2013-25532,3/12/2013,CC-12370,Christopher Conant,Cuttack,Odisha,India,OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",? 236.25,9,? 82.62,High
IN-2013-73342,11/13/2013,MH-17290,Marc Harrigan,Tirunelveli,Tamil Nadu,India,FUR-FU-10000394,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",? 536.58,11,? 252.12,Medium
IN-2013-26029,12/20/2013,KH-16510,Keith Herrera,Ludhiana,Punjab,India,OFF-SU-10004401,Office Supplies,Supplies,"Acme Shears, High Speed",? 349.44,7,? 122.22,Medium
IN-2011-25035,8/12/2011,SN-20560,Skye Norling,Amritsar,Punjab,India,TEC-AC-10000284,Technology,Accessories,"Belkin Flash Drive, Bluetooth",? 251.64,6,? 72.90,Critical
IN-2011-51117,12/15/2011,DM-13525,Don Miller,Vijayawada,Andhra Pradesh,India,FUR-CH-10000294,Furniture,Chairs,"Office Star Swivel Stool, Red",? 869.70,5,? 191.25,Medium
IN-2014-46777,1/25/2014,KD-16345,Katherine Ducich,Surat,Gujarat,India,TEC-CO-10001703,Technology,Copiers,"Brother Copy Machine, Laser",? 785.79,3,? 369.27,Medium
IN-2012-74168,10/20/2012,JM-15535,Jessica Myrick,Thane,Maharashtra,India,FUR-BO-10002308,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",? 784.80,4,? 156.96,Medium
IN-2013-62205,1/2/2013,TP-21415,Tom Prescott,Delhi,Delhi,India,TEC-PH-10003823,Technology,Phones,"Apple Headset, Full Size",? 149.10,2,? 58.14,High
IN-2012-64221,7/5/2012,AO-10810,Anthony O'Donnell,Ludhiana,Punjab,India,TEC-MA-10004423,Technology,Machines,"StarTech Card Printer, White",? 485.73,3,? 189.36,Medium
IN-2012-40638,10/19/2012,FH-14275,Frank Hawley,Durgapur,Maharashtra,India,TEC-PH-10004675,Technology,Phones,"Nokia Audio Dock, VoIP",? 333.66,2,? 103.38,Medium
IN-2012-48520,1/26/2012,AJ-10945,Ashley Jarboe,Puducherry,Puducherry,India,TEC-CO-10002040,Technology,Copiers,"Brother Fax Machine, Digital",? 636.36,2,? 267.24,Medium
IN-2012-41415,6/8/2012,HG-14845,Harry Greene,Meerut,Uttar Pradesh,India,OFF-EN-10002556,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",? 102.24,6,? 43.92,Critical
IN-2012-55653,9/15/2012,DW-13585,Dorothy Wardle,Kanpur,Uttar Pradesh,India,TEC-AC-10003969,Technology,Accessories,"SanDisk Memory Card, USB",? 225.24,2,? 110.34,High
IN-2014-34877,5/2/2014,LT-17110,Liz Thompson,Durgapur,Maharashtra,India,TEC-PH-10003488,Technology,Phones,"Nokia Signal Booster, VoIP",? 819.54,6,? 139.32,Medium
IN-2013-74231,9/20/2013,KT-16465,Kean Takahito,Belgaum,Karnataka,India,FUR-FU-10003414,Furniture,Furnishings,"Tenex Clock, Duo Pack",? 251.55,5,? 98.10,High
IN-2013-76296,9/26/2013,SG-20470,Sheri Gordon,Kota,Rajasthan,India,OFF-AP-10002371,Office Supplies,Appliances,"KitchenAid Blender, Silver",? 691.95,7,? 297.36,Medium
IN-2012-59538,8/14/2012,PO-18850,Patrick O'Brill,Hisar,Haryana,India,TEC-PH-10004680,Technology,Phones,"Samsung Speaker Phone, with Caller ID",? 369.72,3,? 166.32,Medium
IN-2013-52972,12/31/2013,BD-11620,Brian DeCherney,Malegaon,Maharashtra,India,OFF-PA-10001258,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",? 498.00,10,? 44.70,Medium
IN-2014-76555,9/17/2014,HG-14845,Harry Greene,Ajmer,Rajasthan,India,OFF-BI-10004589,Office Supplies,Binders,"Avery Binding Machine, Economy",? 244.20,5,? 34.05,High
IN-2014-11693,9/15/2014,ND-18370,Natalie DeCherney,Faridabad,Haryana,India,OFF-ST-10002499,Office Supplies,Storage,"Fellowes Shelving, Single Width",? 231.48,4,? 30.00,High
IN-2014-46616,3/22/2014,VP-21730,Victor Preis,Faridabad,Haryana,India,FUR-CH-10002091,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",? 364.74,2,? 123.96,High
IN-2014-65488,7/17/2014,CP-12340,Christine Phan,Aurangabad,Bihar,India,TEC-MA-10004997,Technology,Machines,"Konica Receipt Printer, Red",? 597.00,5,? 77.55,Medium
IN-2011-12554,12/30/2011,YC-21895,Yoseph Carroll,Bangalore,Karnataka,India,OFF-ST-10003203,Office Supplies,Storage,"Eldon Lockers, Wire Frame",? 787.92,4,? 338.76,Medium
IN-2013-31601,6/17/2013,KB-16405,Katrina Bavinger,Pune,Maharashtra,India,FUR-CH-10002940,Furniture,Chairs,"Harbour Creations Chairmat, Black",? 417.42,6,? 45.90,Medium
IN-2014-18532,10/16/2014,AP-10915,Arthur Prichep,Guwahati,Assam,India,FUR-CH-10000026,Furniture,Chairs,"SAFCO Rocking Chair, Black",? 264.96,2,? 10.56,High
IN-2014-47449,7/12/2014,CD-12280,Christina DeMoss,Delhi,Delhi,India,FUR-CH-10004082,Furniture,Chairs,"Office Star Chairmat, Black",? 443.73,7,? 159.60,Medium
IN-2014-76555,9/17/2014,HG-14845,Harry Greene,Ajmer,Rajasthan,India,FUR-CH-10001397,Furniture,Chairs,"SAFCO Chairmat, Set of Two",? 310.35,5,? 108.60,High
IN-2011-56710,9/10/2011,TS-21340,Toby Swindell,Durgapur,Maharashtra,India,FUR-CH-10003580,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",? 414.33,7,? 202.86,High
IN-2014-74504,9/9/2014,EK-13795,Eileen Kiefer,Bangalore,Karnataka,India,OFF-ST-10003837,Office Supplies,Storage,"Tenex Lockers, Single Width",? 408.36,2,? 57.12,Medium
IN-2012-24797,10/29/2012,SS-20410,Shahid Shariari,Karimnagar,Telangana,India,OFF-BI-10000089,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",? 170.10,6,? 83.34,High
IN-2013-15732,10/1/2013,RK-19300,Ralph Kennedy,Delhi,Delhi,India,OFF-ST-10003141,Office Supplies,Storage,"Fellowes Trays, Industrial",? 173.61,3,? 32.94,High
IN-2014-68463,5/22/2014,DM-13345,Denise Monton,Bokaro,Jharkhand,India,FUR-BO-10004806,Furniture,Bookcases,"Safco Corner Shelving, Traditional",? 149.46,1,? 56.79,Critical
IN-2012-32882,8/17/2012,TR-21325,Toby Ritter,Kanpur,Uttar Pradesh,India,FUR-FU-10003451,Furniture,Furnishings,"Eldon Frame, Black",? 581.25,5,? 46.50,Medium
IN-2013-76590,6/25/2013,JC-15385,Jenna Caffey,Lucknow,Uttar Pradesh,India,FUR-BO-10001708,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",? 303.00,2,? 60.60,High
IN-2013-71333,9/13/2013,JE-15610,Jim Epp,Amravati,Maharashtra,India,FUR-CH-10002510,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",? 282.60,3,? 129.96,Critical
ID-2013-35094,3/29/2013,JM-15580,Jill Matthias,Mumbai,Maharashtra,India,FUR-TA-10002172,Furniture,Tables,"Hon Conference Table, Rectangular",? 919.05,2,-? 128.67,Medium
IN-2013-53742,3/25/2013,AH-10030,Aaron Hawkins,Warangal,Telangana,India,FUR-CH-10002966,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",? 360.24,2,? 10.80,Medium
IN-2012-77234,12/3/2012,MC-17275,Marc Crier,Dhule,Maharashtra,India,TEC-MA-10003631,Technology,Machines,"Okidata Card Printer, Wireless",? 879.15,5,? 35.10,Medium
IN-2013-46091,7/1/2013,KH-16360,Katherine Hughes,Chennai,Tamil Nadu,India,FUR-CH-10004331,Furniture,Chairs,"SAFCO Rocking Chair, Red",? 674.55,5,? 195.60,Medium
IN-2014-15872,10/1/2014,JL-15235,Janet Lee,Kalyan,Maharashtra,India,OFF-PA-10000453,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",? 392.88,8,? 137.28,Medium
IN-2012-74028,10/12/2012,JF-15490,Jeremy Farry,Kota,Chhattisgarh,India,TEC-PH-10004300,Technology,Phones,"Apple Office Telephone, Cordless",? 272.52,4,? 128.04,Medium
IN-2014-76114,8/8/2014,DB-13615,Doug Bickford,Agra,Uttar Pradesh,India,FUR-FU-10000735,Furniture,Furnishings,"Tenex Frame, Erganomic",? 217.20,2,? 32.58,High
IN-2012-42045,6/27/2012,KD-16345,Katherine Ducich,Belgaum,Karnataka,India,FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",? 425.70,3,? 85.14,High
IN-2012-13345,6/28/2012,BN-11470,Brad Norvell,Meerut,Uttar Pradesh,India,FUR-BO-10002390,Furniture,Bookcases,"Ikea Library with Doors, Metal",? 725.70,2,? 65.28,High
IN-2014-24377,3/1/2014,BS-11755,Bruce Stewart,Asansol,West Bengal,India,TEC-CO-10001482,Technology,Copiers,"Sharp Ink, High-Speed",? 735.66,6,? 95.58,Medium
IN-2013-46854,9/14/2013,AH-10075,Adam Hart,Gorakhpur,Uttar Pradesh,India,TEC-PH-10001321,Technology,Phones,"Cisco Speaker Phone, Full Size",? 698.85,5,? 146.70,High
IN-2014-40932,9/25/2014,TG-21640,Trudy Glocke,Bhiwandi,Maharashtra,India,OFF-AR-10003554,Office Supplies,Art,"Stanley Canvas, Blue",? 247.35,5,? 56.85,High
ID-2013-62177,10/17/2013,JW-16075,Julia West,Mumbai,Maharashtra,India,FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",? 486.12,8,-? 77.88,Medium
IN-2012-43081,4/7/2012,JS-15685,Jim Sink,Delhi,Delhi,India,TEC-CO-10000427,Technology,Copiers,"HP Fax Machine, Color",? 602.76,2,? 186.84,Medium
IN-2014-61218,8/20/2014,DW-13195,David Wiener,Bhiwandi,Maharashtra,India,FUR-FU-10003939,Furniture,Furnishings,"Tenex Photo Frame, Duo Pack",? 311.40,6,? 111.96,High
IN-2014-14780,10/17/2014,CR-12820,Cyra Reiten,Patna,Bihar,India,OFF-ST-10004768,Office Supplies,Storage,"Eldon Lockers, Industrial",? 595.17,3,? 249.93,High
IN-2013-27639,4/4/2013,GZ-14545,George Zrebassa,Tiruchchirappalli,Tamil Nadu,India,TEC-CO-10000452,Technology,Copiers,"HP Copy Machine, Laser",? 729.99,3,? 7.29,Medium
IN-2013-25651,9/16/2013,LE-16810,Laurel Elliston,Patna,Bihar,India,OFF-AR-10003684,Office Supplies,Art,"BIC Sketch Pad, Fluorescent",? 149.76,3,? 53.91,Critical
IN-2012-18518,10/4/2012,TT-21070,Ted Trevino,Agra,Uttar Pradesh,India,OFF-AR-10002109,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",? 285.48,6,? 79.92,High
IN-2012-13828,1/13/2012,LS-17200,Luke Schmidt,Agra,Uttar Pradesh,India,TEC-PH-10001585,Technology,Phones,"Nokia Signal Booster, Cordless",? 278.70,2,? 52.92,High
IN-2014-50151,11/1/2014,CS-12175,Charles Sheldon,Vadodara,Gujarat,India,OFF-AP-10002938,Office Supplies,Appliances,"KitchenAid Toaster, Black",? 169.50,2,? 15.24,Critical
IN-2014-59706,5/28/2014,VP-21760,Victoria Pisteka,Guwahati,Assam,India,FUR-BO-10001708,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",? 454.50,3,? 90.90,Medium
IN-2012-53357,6/2/2012,RA-19885,Ruben Ausman,Pimpri,Maharashtra,India,FUR-BO-10001326,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",? 434.16,3,? 73.80,Medium
IN-2013-11301,5/19/2013,PO-18850,Patrick O'Brill,Chennai,Tamil Nadu,India,TEC-PH-10001917,Technology,Phones,"Apple Signal Booster, Cordless",? 418.50,3,? 33.48,High
IN-2014-16082,10/6/2014,SC-20305,Sean Christensen,Dhule,Maharashtra,India,TEC-PH-10001362,Technology,Phones,"Cisco Office Telephone, Cordless",? 333.24,4,? 79.92,Medium
IN-2013-53819,11/25/2013,TB-21595,Troy Blackwell,Patna,Bihar,India,FUR-FU-10004509,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",? 180.36,4,? 52.20,High
IN-2014-29074,11/7/2014,CS-12250,Chris Selesnick,Ajmer,Rajasthan,India,OFF-AP-10001670,Office Supplies,Appliances,"Hoover Coffee Grinder, White",? 401.58,6,? 16.02,Medium
IN-2014-37166,4/24/2014,Dp-13240,Dean percer,Coimbatore,Tamil Nadu,India,FUR-BO-10001541,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",? 860.79,7,? 68.67,Medium
IN-2014-14458,1/24/2014,GT-14755,Guy Thornton,Brahmapur,Odisha,India,FUR-BO-10003706,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",? 296.34,2,? 142.20,Low
IN-2014-19820,8/18/2014,LF-17185,Luke Foster,Panihati,West Bengal,India,OFF-SU-10000062,Office Supplies,Supplies,"Stiletto Scissors, High Speed",? 94.44,4,? 1.80,Critical
IN-2011-78823,9/15/2011,ME-17725,Max Engle,Raipur,Rajasthan,India,FUR-FU-10004820,Furniture,Furnishings,"Advantus Photo Frame, Erganomic",? 361.20,7,? 155.19,Medium
IN-2014-65992,11/18/2014,Co-12640,Corey-Lock,Bangalore,Karnataka,India,OFF-EN-10000699,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",? 379.44,8,? 174.48,Medium
IN-2013-51103,4/9/2013,JG-15160,James Galang,Chandigarh,Chandigarh,India,OFF-BI-10002562,Office Supplies,Binders,"Ibico Binding Machine, Durable",? 158.76,3,? 65.07,Critical
IN-2011-23530,11/9/2011,AS-10285,Alejandro Savely,Kanpur,Uttar Pradesh,India,OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",? 183.75,7,? 64.26,Critical
IN-2012-74168,10/20/2012,JM-15535,Jessica Myrick,Thane,Maharashtra,India,TEC-MA-10000473,Technology,Machines,"Epson Receipt Printer, Durable",? 468.60,4,? 182.64,Medium
ID-2011-71851,5/10/2011,MK-17905,Michael Kennedy,Mumbai,Maharashtra,India,TEC-AC-10004012,Technology,Accessories,"Enermax Flash Drive, Erganomic",? 117.99,6,-? 18.99,High
ID-2013-74882,1/12/2013,RH-19510,Rick Huthwaite,Mumbai,Maharashtra,India,TEC-CO-10003917,Technology,Copiers,"HP Fax and Copier, Digital",? 345.06,4,-? 20.82,High
IN-2012-32805,12/19/2012,AF-10885,Art Foster,Solapur,Maharashtra,India,OFF-SU-10001686,Office Supplies,Supplies,"Kleencut Trimmer, Easy Grip",? 258.30,6,? 46.44,High
IN-2013-78809,1/22/2013,AG-10900,Arthur Gainer,Pune,Maharashtra,India,OFF-ST-10003206,Office Supplies,Storage,"Eldon Shelving, Blue",? 193.68,4,? 90.96,High
IN-2012-57116,9/11/2012,NM-18445,Nathan Mautz,Guwahati,Assam,India,OFF-SU-10001346,Office Supplies,Supplies,"Stiletto Shears, Steel",? 142.47,3,? 14.22,High
IN-2012-74168,10/20/2012,JM-15535,Jessica Myrick,Thane,Maharashtra,India,FUR-CH-10002224,Furniture,Chairs,"Hon Rocking Chair, Set of Two",? 398.61,3,? 15.93,Medium
IN-2012-79012,3/27/2012,JF-15490,Jeremy Farry,Hyderabad,Telangana,India,TEC-PH-10003752,Technology,Phones,"Nokia Office Telephone, VoIP",? 130.44,2,? 45.60,High
IN-2012-43081,4/7/2012,JS-15685,Jim Sink,Delhi,Delhi,India,TEC-CO-10002350,Technology,Copiers,"Canon Wireless Fax, Digital","? 1,134.90",3,? 45.36,Medium
IN-2012-65915,6/4/2012,CC-12145,Charles Crestani,Pimpri,Maharashtra,India,FUR-BO-10001461,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",? 196.74,1,? 98.37,High
ID-2013-26806,11/21/2013,PR-18880,Patrick Ryan,Mumbai,Maharashtra,India,TEC-PH-10000688,Technology,Phones,"Nokia Speaker Phone, VoIP",? 369.72,6,-? 140.58,Medium
IN-2014-65334,8/6/2014,MM-18280,Muhammed MacIntyre,Bihar Sharif,Bihar,India,FUR-BO-10004537,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",? 171.87,1,? 63.57,Medium
IN-2014-40428,8/13/2014,AS-10135,Adrian Shami,Bilaspur,Uttar Pradesh,India,TEC-AC-10001254,Technology,Accessories,"Enermax Memory Card, Programmable",? 579.45,5,? 225.90,Medium
IN-2011-18959,11/2/2011,CA-12775,Cynthia Arntzen,Satna,Madhya Pradesh,India,TEC-CO-10000972,Technology,Copiers,"Sharp Fax and Copier, Digital",? 504.72,3,? 232.11,Medium
IN-2013-20107,4/18/2013,FG-14260,Frank Gastineau,Nagpur,Maharashtra,India,FUR-BO-10001580,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",? 491.76,4,? 83.52,Medium
IN-2014-37320,11/11/2014,BF-11005,Barry Franz,Gorakhpur,Haryana,India,OFF-ST-10001554,Office Supplies,Storage,"Eldon Folders, Industrial",? 244.44,14,? 7.14,High
IN-2014-14374,12/15/2014,EM-14065,Erin Mull,Vadodara,Gujarat,India,OFF-SU-10002649,Office Supplies,Supplies,"Elite Shears, Serrated",? 393.39,9,? 145.53,High
IN-2013-63829,8/1/2013,DW-13480,Dianna Wilson,Ulhasnagar,Maharashtra,India,OFF-PA-10002047,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",? 367.71,7,? 44.10,Medium
IN-2012-75904,5/10/2012,BW-11110,Bart Watters,Jhansi,Uttar Pradesh,India,OFF-EN-10000328,Office Supplies,Envelopes,"Kraft Business Envelopes, Set of 50",? 179.82,9,? 68.31,High
IN-2013-49577,7/22/2013,SC-20020,Sam Craven,Delhi,Delhi,India,FUR-CH-10003822,Furniture,Chairs,"SAFCO Steel Folding Chair, Adjustable",? 705.60,8,? 331.44,Medium
IN-2014-69205,8/13/2014,LC-16885,Lena Creighton,Guwahati,Assam,India,FUR-TA-10002571,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",? 807.84,3,? 250.38,Medium
IN-2013-50753,6/18/2013,TS-21430,Tom Stivers,Vijayawada,Andhra Pradesh,India,FUR-TA-10004826,Furniture,Tables,"Bevis Training Table, Rectangular",? 665.10,2,? 212.82,Medium
IN-2014-16320,10/27/2014,DW-13480,Dianna Wilson,Mirzapur,Uttar Pradesh,India,FUR-CH-10002468,Furniture,Chairs,"Hon Rocking Chair, Adjustable",? 266.22,2,? 69.18,Critical
IN-2011-59685,8/4/2011,BM-11785,Bryan Mills,Tiruchchirappalli,Tamil Nadu,India,TEC-AC-10002883,Technology,Accessories,"Logitech Keyboard, Erganomic",? 351.30,5,? 144.00,Medium
IN-2013-12183,5/14/2013,HH-15010,Hilary Holden,Nagpur,Maharashtra,India,OFF-BI-10000389,Office Supplies,Binders,"Ibico Binding Machine, Clear",? 152.64,3,? 0.00,Medium
IN-2013-12729,5/3/2013,KT-16480,Kean Thornton,Mangalore,Karnataka,India,FUR-CH-10004609,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",? 200.76,2,? 86.28,Medium
IN-2014-29116,6/18/2014,PH-18790,Patricia Hirasaki,Jodhpur,Rajasthan,India,FUR-CH-10002966,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",? 180.12,1,? 5.40,Low
IN-2014-42808,11/6/2014,PB-18805,Patrick Bzostek,Jhansi,Uttar Pradesh,India,TEC-MA-10003351,Technology,Machines,"Okidata Card Printer, White",? 348.48,2,? 142.86,Medium
IN-2014-71067,5/13/2014,NZ-18565,Nick Zandusky,Hyderabad,Telangana,India,TEC-MA-10003351,Technology,Machines,"Okidata Card Printer, White",? 871.20,5,? 357.15,Medium
IN-2013-73748,12/13/2013,SG-20470,Sheri Gordon,Coimbatore,Tamil Nadu,India,FUR-CH-10002207,Furniture,Chairs,"Hon Chairmat, Set of Two",? 288.90,5,? 127.05,Medium
IN-2013-64515,7/31/2013,SC-20020,Sam Craven,Bhopal,Madhya Pradesh,India,TEC-AC-10000221,Technology,Accessories,"Belkin Memory Card, Programmable",? 814.17,7,? 170.94,Medium
IN-2013-58152,12/31/2013,AA-10315,Alex Avila,Agra,Uttar Pradesh,India,FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",? 499.44,4,? 179.76,Medium
IN-2014-40400,5/9/2014,RH-19510,Rick Huthwaite,Coimbatore,Tamil Nadu,India,FUR-FU-10002829,Furniture,Furnishings,"Deflect-O Clock, Black",? 251.55,5,? 17.55,High
IN-2013-30663,11/25/2013,SV-20815,Stuart Van,Vadodara,Gujarat,India,OFF-EN-10002119,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",? 189.63,7,? 85.26,Critical
IN-2012-18518,10/4/2012,TT-21070,Ted Trevino,Agra,Uttar Pradesh,India,OFF-AR-10004900,Office Supplies,Art,"Boston Canvas, Easy-Erase",? 269.55,5,? 51.15,High
IN-2012-13828,1/13/2012,LS-17200,Luke Schmidt,Agra,Uttar Pradesh,India,FUR-CH-10001895,Furniture,Chairs,"Hon Chairmat, Adjustable",? 116.04,2,? 58.02,High
ID-2014-17314,11/8/2014,AS-10090,Adam Shillingsburg,Mumbai,Maharashtra,India,FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",? 312.15,5,-? 87.45,Critical
IN-2014-12365,9/6/2014,BG-11035,Barry Gonzalez,Thane,Maharashtra,India,TEC-PH-10003946,Technology,Phones,"Cisco Office Telephone, VoIP",? 402.75,5,? 36.15,Medium
IN-2014-23173,8/13/2014,HD-14785,Harold Dahlen,Faridabad,Haryana,India,TEC-CO-10001726,Technology,Copiers,"HP Fax and Copier, High-Speed",? 342.18,2,? 82.08,Medium
IN-2014-28416,9/2/2014,JK-15625,Jim Karlsson,Sangli,Maharashtra,India,TEC-PH-10000297,Technology,Phones,"Apple Office Telephone, with Caller ID",? 130.56,2,? 50.88,High
IN-2012-22900,8/14/2012,TS-21505,Tony Sayre,Solapur,Maharashtra,India,TEC-CO-10001482,Technology,Copiers,"Sharp Ink, High-Speed",? 367.83,3,? 47.79,Medium
IN-2014-47274,12/4/2014,CC-12670,Craig Carreira,Jodhpur,Gujarat,India,TEC-MA-10002134,Technology,Machines,"Konica Inkjet, Wireless",? 940.32,3,? 141.03,Medium
IN-2013-63633,8/30/2013,DF-13135,David Flashing,Lucknow,Uttar Pradesh,India,FUR-BO-10001471,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",? 435.45,1,? 209.01,Medium
IN-2014-26561,6/11/2014,LC-17140,Logan Currie,Anantapur,Andhra Pradesh,India,TEC-PH-10001917,Technology,Phones,"Apple Signal Booster, Cordless",? 139.50,1,? 11.16,High
IN-2014-71102,1/6/2014,RD-19585,Rob Dowd,Patiala,Punjab,India,OFF-PA-10004613,Office Supplies,Paper,"Green Bar Note Cards, Premium",? 148.95,5,? 16.35,High
IN-2012-44810,2/25/2012,BP-11230,Benjamin Patterson,Surat,Gujarat,India,OFF-EN-10000657,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window",? 117.75,5,? 38.85,Critical
IN-2011-51271,10/6/2011,EH-13990,Erica Hackney,Pune,Maharashtra,India,FUR-FU-10004503,Furniture,Furnishings,"Tenex Photo Frame, Black",? 207.36,4,? 78.72,High
IN-2014-55471,9/12/2014,GM-14695,Greg Maxwell,Fatehpur,Rajasthan,India,TEC-PH-10001362,Technology,Phones,"Cisco Office Telephone, Cordless",? 249.93,3,? 59.94,Medium
IN-2014-68218,10/30/2014,GK-14620,Grace Kelly,Durgapur,West Bengal,India,OFF-ST-10001124,Office Supplies,Storage,"Fellowes Trays, Wire Frame",? 225.84,4,? 29.28,High
IN-2011-59510,3/18/2011,DK-12985,Darren Koutras,Meerut,Uttar Pradesh,India,FUR-BO-10001342,Furniture,Bookcases,"Safco Corner Shelving, Metal",? 595.68,4,? 0.00,Medium
IN-2014-53000,8/7/2014,JO-15145,Jack O'Briant,Kozhikode,Kerala,India,FUR-CH-10000994,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",? 289.32,2,? 49.14,Medium
IN-2014-14003,5/26/2014,GH-14425,Gary Hwang,Dewas,Madhya Pradesh,India,OFF-AP-10002326,Office Supplies,Appliances,"Hamilton Beach Microwave, White",? 280.65,1,? 0.00,Critical
IN-2014-26981,10/24/2014,JM-15865,John Murray,Thane,Maharashtra,India,TEC-CO-10001410,Technology,Copiers,"Canon Personal Copier, High-Speed",? 140.94,1,? 4.20,High
IN-2012-35668,5/9/2012,SO-20335,Sean O'Donnell,Dewas,Madhya Pradesh,India,OFF-ST-10004226,Office Supplies,Storage,"Fellowes File Cart, Blue",? 549.24,4,? 252.60,Medium
IN-2013-52398,11/18/2013,PF-19165,Philip Fox,Lucknow,Uttar Pradesh,India,TEC-PH-10000822,Technology,Phones,"Apple Speaker Phone, Full Size",? 249.18,2,? 59.76,High
IN-2014-71928,3/4/2014,AC-10615,Ann Chong,Ajmer,Rajasthan,India,TEC-MA-10001372,Technology,Machines,"Konica Card Printer, White",? 347.16,2,? 138.84,Medium
IN-2013-54757,10/29/2013,AR-10825,Anthony Rawles,Pune,Maharashtra,India,OFF-AR-10000058,Office Supplies,Art,"Stanley Canvas, Water Color",? 157.95,3,? 53.64,High
IN-2011-50445,12/26/2011,AT-10435,Alyssa Tate,Bhilai,Chhattisgarh,India,OFF-BI-10000340,Office Supplies,Binders,"Avery Binding Machine, Clear",? 144.90,3,? 14.49,High
IN-2014-24622,10/22/2014,MM-17920,Michael Moore,Bijapur,Karnataka,India,FUR-BO-10003022,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",? 281.82,2,? 98.58,Medium
IN-2014-38664,6/10/2014,JW-15220,Jane Waco,Chennai,Tamil Nadu,India,OFF-BI-10004098,Office Supplies,Binders,"Acco 3-Hole Punch, Durable",? 158.10,5,? 1.50,Medium
IN-2014-10272,12/2/2014,PS-18760,Pamela Stobb,Moradabad,Uttar Pradesh,India,OFF-SU-10001346,Office Supplies,Supplies,"Stiletto Shears, Steel",? 284.94,6,? 28.44,Medium
IN-2011-53203,12/21/2011,AH-10195,Alan Haines,Delhi,Delhi,India,OFF-AR-10004656,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",? 97.74,2,? 21.48,Critical
IN-2014-71907,5/5/2014,BT-11485,Brad Thomas,Kulti,West Bengal,India,TEC-AC-10004478,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",? 277.80,5,? 130.50,High
IN-2014-74644,4/23/2014,PS-18970,Paul Stevenson,Parbhani,Maharashtra,India,OFF-ST-10001824,Office Supplies,Storage,"Rogers Box, Single Width",? 120.00,5,? 7.20,High
IN-2013-51621,12/24/2013,SG-20080,Sandra Glassco,Tirunelveli,Tamil Nadu,India,FUR-BO-10003887,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",? 340.68,2,? 13.62,Medium
